exp_id,Temp,Press,Solvent,Time,conversion (%),ee (%),Comp._1,Comp._2,Comp._3,Comp._4,Comp._5,Mol. wt._1,Mol. wt._2,Mol. wt._3,Mol. wt._4,Mol. wt._5,mols_1,mols_2,mols_3,mols_4,mols_5,Eq. wt._1,Eq. wt._2,Eq. wt._3,Eq. wt._4,Eq. wt._5,Wt. taken_1,Wt. taken_2,Wt. taken_3,Wt. taken_4,Wt. taken_5
KK-272,70°C,30 bar,MeOH:TFE (80:20), 24 hrs,65%,77%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0032 mmol,--,--,100 ,1 ,1.5 ,--,--,86 mg ,1 mg ,1.3 mg ,--,--
KK-273,70°C,30 bar,MeOH:TFE (70:30), 24 hrs,77%,73%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0032 mmol,--,--,100 ,1 ,1.5 ,--,--,86 mg ,1 mg ,1.3 mg ,--,--
KK-274,70°C,30 bar,MeOH:TFE (60:40), 24 hrs,88%,67%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0032 mmol,--,--,100 ,1 ,1.5 ,--,--,86 mg ,1 mg ,1.3 mg ,--,--
KK-275,70°C,30 bar,MeOH:TFE (50:50), 24 hrs,90%,62%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0032 mmol,--,--,100 ,1 ,1.5 ,--,--,86 mg ,1 mg ,1.3 mg ,--,--
KK-276,70°C,30 bar,MeOH:TFE (90:10), 24 hrs,70%,82%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0043 mmol,--,--,100 ,1 ,2 ,--,--,86 mg ,1 mg ,1.8 mg ,--,--
KK-277,70°C,30 bar,MeOH:TFE (80:20), 24 hrs,51%,75%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0043 mmol,--,--,100 ,1 ,2 ,--,--,86 mg ,1 mg ,1.8 mg ,--,--
KK-278,70°C,30 bar,MeOH:TFE (70:30), 24 hrs,77%,74%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0043 mmol,--,--,100 ,1 ,2 ,--,--,86 mg ,1 mg ,1.8 mg ,--,--
KK-279,70°C,30 bar,MeOH:TFE (60:40), 24 hrs,96%,67%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0043 mmol,--,--,100 ,1 ,2 ,--,--,86 mg ,1 mg ,1.8 mg ,--,--
KK-280,70°C,30 bar,MeOH:TFE (50:50), 24 hrs,90%,62%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0043 mmol,--,--,100 ,1 ,2 ,--,--,86 mg ,1 mg ,1.8 mg ,--,--
KK-281,70°C,30 bar,MeOH:TFE (90:10), 24 hrs,38%,74%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0064 mmol,--,--,100 ,1 ,3 ,--,--,86 mg ,1 mg ,2.6 mg ,--,--
KK-282,70°C,30 bar,MeOH:TFE (80:20), 24 hrs,04%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0064 mmol,--,--,100 ,1 ,3 ,--,--,86 mg ,1 mg ,2.6 mg ,--,--
KK-283,70°C,30 bar,MeOH:TFE (70:30), 24 hrs,13%,76%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0064 mmol,--,--,100 ,1 ,3 ,--,--,86 mg ,1 mg ,2.6 mg ,--,--
KK-284,70°C,30 bar,MeOH:TFE (60:40), 24 hrs,20%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0064 mmol,--,--,100 ,1 ,3 ,--,--,86 mg ,1 mg ,2.6 mg ,--,--
KK-285,70°C,30 bar,MeOH:TFE (50:50), 24 hrs,37%,61%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0064 mmol,--,--,100 ,1 ,3 ,--,--,86 mg ,1 mg ,2.6 mg ,--,--
KK-286,70°C,30 bar,ethanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,--,--,100 ,1 ,1 ,--,--,86 mg ,1 mg ,0.9 mg ,--,--
KK-287,70°C,30 bar,ethanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-288,70°C,30 bar,methanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Phosphoric acid ,--,405.30 ,468.30 ,414.29 ,97.99 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.2 mg ,--
KK-289,70°C,30 bar,methanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Phosphoric acid ,--,405.30 ,468.30 ,414.29 ,97.99 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.2 mg ,--
KK-290,70°C,30 bar,Acetonitrile, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,--,--,100 ,1 ,1 ,--,--,86 mg ,1 mg ,0.9 mg ,--,--
KK-291,70°C,30 bar,Acetonitrile, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-292,70°C,30 bar,Methanol, 18 hrs,100%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Phosphoric acid ,--,405.30 ,468.30 ,414.29 ,97.99 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.2135 mmol,--,100 ,1 ,1 ,100 ,--,86 mg ,1 mg ,0.9 mg ,20 mg ,--
KK-293,70°C,30 bar,isopropyl alcohol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.29 ,--,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,--,--,100 ,1 ,1 ,--,--,86 mg ,1 mg ,0.9 mg ,--,--
KK-294,70°C,30 bar,isopropyl alcohol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-295,70°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-296,70°C,30 bar,methanol, 24 hrs,32%,79%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,--,--,405.30 ,468.30 ,470.39 ,--,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,--,--,100 ,1 ,1 ,--,--,86 mg ,1 mg ,1 mg ,--,--
KK-297,70°C,30 bar,methanol, 24 hrs,26%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.39 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,1 mg ,0.1 mg ,--
KK-298,70°C,30 bar,methanol, 24 hrs,19%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Acetic acid ,--,405.30 ,468.30 ,470.39 ,60.05 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,1 mg ,0.1 mg ,--
KK-299,70°C,30 bar,methanol, 24 hrs,29%,86%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Phosphoric acid ,--,405.30 ,468.30 ,470.39 ,97.99 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,1 mg ,0.2 mg ,--
KK-300,70°C,30 bar,methanol, 24 hrs,69%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Salicylic acid ,--,405.30 ,468.30 ,470.39 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.2135 mmol,--,100 ,1 ,1 ,100 ,--,86 mg ,1 mg ,1 mg ,29 mg ,--
KK-301,RT,30 bar,methanol:TFE (20:80), 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,--,--,405.30 ,468.30 ,470.39 ,--,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,--,--,100 ,1 ,1 ,--,--,86 mg ,1 mg ,1 mg ,--,--
KK-302,70°C,30 bar,methanol, 24 hrs,30%,81%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.39 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0043 mmol,0.0021 mmol,--,100 ,1 ,2 ,1 ,--,86 mg ,1 mg ,2 mg ,0.1 mg ,--
KK-303,70°C,30 bar,methanol, 24 hrs,35%,02%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.39 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0063 mmol,0.0021 mmol,--,100 ,1 ,3 ,1 ,--,86 mg ,1 mg ,3 mg ,0.1 mg ,--
KK-304,70°C,30 bar,methanol, 24 hrs,08%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.39 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0084 mmol,0.0021 mmol,--,100 ,1 ,4 ,1 ,--,86 mg ,1 mg ,4 mg ,0.1 mg ,--
KK-305,70°C,30 bar,methanol, 24 hrs,05%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.39 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0105 mmol,0.0021 mmol,--,100 ,1 ,5 ,1 ,--,86 mg ,1 mg ,5 mg ,0.1 mg ,--
KK-306,80°C,30 bar,methanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,--,--,405.30 ,468.30 ,414.30 ,--,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,--,--,100 ,1 ,1 ,--,--,86 mg ,1 mg ,0.9 mg ,--,--
KK-307,80°C,30 bar,methanol, 24 hrs,27%,79%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.30 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-308,80°C,30 bar,methanol, 24 hrs,23%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Phosphoric acid ,--,405.30 ,468.30 ,414.30 ,97.99 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.2 mg ,--
KK-309,80°C,30 bar,methanol, 24 hrs,43%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Acetic acid ,--,405.30 ,468.30 ,414.30 ,60.05 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-310,80°C,30 bar,methanol, 24 hrs,90%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Salicylic acid ,--,405.30 ,468.30 ,414.30 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.2135 mmol,--,100 ,1 ,1 ,100 ,--,86 mg ,1 mg ,0.9 mg ,29 mg ,--
KK-311,80°C,30 bar,methanol, 24 hrs,22%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,--,--,405.30 ,468.30 ,470.39 ,--,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,--,--,100 ,1 ,1 ,--,--,86 mg ,1 mg ,1 mg ,--,--
KK-312,80°C,30 bar,methanol, 24 hrs,31%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.39 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,1 mg ,0.1 mg ,--
KK-313,80°C,30 bar,Methanol, 24 hrs,87%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Phosphoric acid ,--,405.30 ,468.30 ,470.39 ,97.99 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,1 mg ,0.2 mg ,--
KK-314,80°C,30 bar,Methanol, 24 hrs,57%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Acetic acid ,--,405.30 ,468.30 ,470.39 ,60.05 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,1 mg ,0.1mg ,--
KK-315,70°C,30 bar,Methanol, 24 hrs,95%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Salicylic acid ,--,405.30 ,468.30 ,470.39 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.2135 mmol,--,100 ,1 ,1 ,100 ,--,86 mg ,1 mg ,1 mg ,29 mg ,--
KK-316,80°C,30 bar,Methanol, 24 hrs,95%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Salicylic acid ,--,405.30 ,468.30 ,470.39 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.1050 mmol,--,100 ,1 ,1 ,50 ,--,86 mg ,1 mg ,1 mg ,15 mg ,--
KK-317,80°C,30 bar,Methanol, 24 hrs,98%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Salicylic acid ,--,405.30 ,468.30 ,470.39 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.2135 mmol,--,100 ,1 ,1 ,100 ,--,86 mg ,1 mg ,1 mg ,29 mg ,--
KK-318,80°C,30 bar,Methanol, 24 hrs,64%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Salicylic acid ,--,405.30 ,468.30 ,470.39 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.3150 mmol,--,100 ,1 ,1 ,150 ,--,86 mg ,1 mg ,1 mg ,45 mg ,--
KK-319,70°C,30 bar,Methanol, 14 hrs,99%,82%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0063 mmol,0.0063 mmol,0.0063 mmol,--,1 ,3 mol% ,3 mol% ,3 mol% ,--,86 mg ,3 mg ,2.7 mg ,0.3 mg ,--
KK-320,70°C,30 bar,Methanol, 14 hrs,99%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0085 mmol,0.0085 mmol,0.0085 mmol,--,1 ,4 mol% ,4 mol% ,4 mol% ,--,86 mg ,4 mg ,3.5 mg ,0.4 mg ,--
KK-321,70°C,30 bar,Methanol, 14 hrs,99%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0106 mmol,0.0106 mmol,0.0106 mmol,--,1 ,5 mol% ,5 mol% ,5 mol% ,--,86 mg ,5 mg ,4.4 mg ,0.6 mg ,--
KK-322,70°C,30 bar,Methanol, 12 hrs,66%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-323,70°C,30 bar,Methanol, 12 hrs,89%,88%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0042 mmol,0.0042 mmol,0.0042 mmol,--,1 ,2 mol% ,2 mol% ,2 mol% ,--,86 mg ,2 mg ,1.8 mg ,0.2 mg ,--
KK-324,70°C,30 bar,Methanol, 12 hrs,90%,80%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0063 mmol,0.0063 mmol,0.0063 mmol,--,1 ,3 mol% ,3 mol% ,3 mol% ,--,86 mg ,3 mg ,2.7 mg ,0.3 mg ,--
KK-325,70°C,30 bar,Methanol, 12 hrs,99%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0085 mmol,0.0085 mmol,0.0085 mmol,--,1 ,4 mol% ,4 mol% ,4 mol% ,--,86 mg ,4 mg ,3.5 mg ,0.4 mg ,--
KK-326,70°C,30 bar,Methanol, 12 hrs,99%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0106 mmol,0.0106 mmol,0.0106 mmol,--,1 ,5 mol% ,5 mol% ,5 mol% ,--,86 mg ,5 mg ,4.4 mg ,0.6 mg ,--
KK-327,70°C,30 bar,Methanol, 12 hrs,22%,80%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,1 ,0.5 mol% ,0.5 mol% ,0.5 mol% ,--,172 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-328,70°C,30 bar,Methanol, 12 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,1 ,0.5 mol% ,0.5 mol% ,0.5 mol% ,--,172 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-329,70°C,30 bar,Methanol, 6 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,0.9 mg ,0.1 mg ,--
KK-330,70°C,30 bar,Methanol, 6 hrs,59%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0042 mmol,0.0042 mmol,0.0042 mmol,--,1 ,2 mol% ,2 mol% ,2 mol% ,--,86 mg ,2 mg ,1.8 mg ,0.2 mg ,--
KK-331,70°C,30 bar,Methanol, 6 hrs,84%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0063 mmol,0.0063 mmol,0.0063 mmol,--,1 ,3 mol% ,3 mol% ,3 mol% ,--,86 mg ,3 mg ,2.7 mg ,0.3 mg ,--
KK-332,70°C,30 bar,Methanol, 6 hrs,93%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0085 mmol,0.0085 mmol,0.0085 mmol,--,1 ,4 mol% ,4 mol% ,4 mol% ,--,86 mg ,4 mg ,3.5 mg ,0.4 mg ,--
KK-333,70°C,30 bar,Methanol, 6 hrs,91%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0106 mmol,0.0106 mmol,0.0106 mmol,--,1 ,5 mol% ,5 mol% ,5 mol% ,--,86 mg ,5 mg ,4.4 mg ,0.6 mg ,--
KK-334,70°C,30 bar,Methanol, 6 hrs,15%,79%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.49 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0021 mmol,--,100 ,1 ,1 ,1 ,--,86 mg ,1 mg ,1 mg ,0.1 mg ,--
KK-335,70°C,30 bar,Methanol, 6 hrs,16%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.49 ,53.49 ,--,0.2135 mmol,0.0042 mmol,0.0042 mmol,0.0042 mmol,--,1 ,2 mol% ,2 mol% ,2 mol% ,--,86 mg ,2 mg ,2 mg ,0.2 mg ,--
KK-336,70°C,30 bar,Methanol, 6 hrs,59%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.49 ,53.49 ,--,0.2135 mmol,0.0063 mmol,0.0063 mmol,0.0063 mmol,--,1 ,3 mol% ,3 mol% ,3 mol% ,--,86 mg ,3 mg ,3 mg ,0.3 mg ,--
KK-337,70°C,30 bar,Methanol, 6 hrs,67%,81%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.49 ,53.49 ,--,0.2135 mmol,0.0085 mmol,0.0085 mmol,0.0085 mmol,--,1 ,4 mol% ,4 mol% ,4 mol% ,--,86 mg ,4 mg ,4 mg ,0.4 mg ,--
KK-338,70°C,30 bar,Methanol, 6 hrs,84%,86%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.49 ,53.49 ,--,0.2135 mmol,0.0106 mmol,0.0106 mmol,0.0106 mmol,--,1 ,5 mol% ,5 mol% ,5 mol% ,--,86 mg ,5 mg ,5 mg ,0.6 mg ,--
KK-339,70°C,40 bar,Methanol, 12 hrs,22%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0210 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1 mg ,--
KK-340,70°C,40 bar,Methanol, 12 hrs,15%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0210 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,1.8 mg ,1 mg ,--
KK-341,70°C,40 bar,Methanol, 12 hrs,07%,80%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.49 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0210 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1 mg ,1 mg ,--
KK-342,70°C,40 bar,Methanol, 12 hrs,55%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,470.49 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0210 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2 mg ,1 mg ,--
KK-343,70°C,30 bar,Methanol, 12 hrs,20%,89%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0210 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1 mg ,--
KK-344,70°C,30 bar,Methanol, 12 hrs,44%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0210 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1 mg ,--
KK-345,70°C,40 bar,Methanol, 12 hrs,31%,86%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0210 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1 mg ,--
