COMPOUND_ID	BIOACTIVITY_IN_BRIEF
CMNPD19475	moderate levels of in vitro cytotoxicity towards human prostate and breast adenocarcinoma cell lines
CMNPD19482	reduce the expression of iNOS and COX-2 proteins in LPS-stimulated murine macrophages
CMNPD19486	reduce the levels of expression of iNOS and COX-2 proteins in stimulated murine macrophages
CMNPD19487	reduce the levels of expression of iNOS and COX-2 proteins in stimulated murine macrophages
CMNPD19489	reduce the levels of expression of iNOS and COX-2 proteins in stimulated murine macrophages
CMNPD19490	reduce the levels of expression of iNOS and COX-2 proteins in stimulated murine macrophages
CMNPD19499	micromolar-active in the Microtox assay
CMNPD19502	broad-spectrum antimicrobial activity
CMNPD19505	broad-spectrum antimicrobial activity
CMNPD19508	broad-spectrum antimicrobial activity
CMNPD19513	moderate inhibition of P388 murine leukaemia cells | growth inhibition of B. subtilis, C. albicans and T. mentagrophytes
CMNPD19527	moderate antimicrobial activity | potent inhibitor of PLA2
CMNPD19528	moderate antimicrobial activity | potent inhibitor of PLA2
CMNPD19529	potent in vitro antifungal activity
CMNPD19530	potent in vitro antifungal activity
CMNPD19544	mildly cytotoxic
CMNPD19545	mildly cytotoxic
CMNPD19546	mildly cytotoxic
CMNPD19547	mildly cytotoxic
CMNPD19548	mildly cytotoxic
CMNPD19549	mildly cytotoxic
CMNPD19550	mildly cytotoxic
CMNPD19551	mild cytotoxicity towards a panel of human tumour cell lines
CMNPD19552	mild cytotoxicity towards a panel of human tumour cell lines
CMNPD19553	mild cytotoxicity towards a panel of human tumour cell lines
CMNPD19554	mild cytotoxicity towards a panel of human tumour cell lines
CMNPD19555	mild cytotoxicity towards a panel of human tumour cell lines
CMNPD19556	mild cytotoxicity towards a panel of human tumour cell lines
CMNPD19557	anti-inflammatory | antiproliferative
CMNPD19558	anti-inflammatory | antiproliferative
CMNPD19568	modest toxicity to brine shrimp
CMNPD19569	modest toxicity to brine shrimp
CMNPD19573	cytotoxic
CMNPD19574	cytotoxic
CMNPD19575	cytotoxic
CMNPD19576	cytotoxic
CMNPD19577	cytotoxic
CMNPD19578	cytotoxic
CMNPD19582	inhibitor of C. albicans growth
CMNPD19584	potently cytotoxic (A2780, IC50 0.34 μM)
CMNPD19585	mildly cytotoxic
CMNPD19586	mildly cytotoxic
CMNPD19595	increase reactive oxygen species formation by mouse macrophages
CMNPD19596	increase reactive oxygen species formation by mouse macrophages
CMNPD19607	mildly cytotoxic towards a panel of three human tumour cell lines | promote tubulin polymerisation
CMNPD19612	less potent cytotoxins
CMNPD19613	less potent cytotoxins
CMNPD19618	broad-spectrum antifungal activity
CMNPD19623	moderate antifungal activities
CMNPD19624	moderate antifungal activities
CMNPD19647	potent activity against methicillin-resistant Staphylococcus aureus (MRSA) | moderate activity against HCT-116 cells
CMNPD19651	modest radical scavenging activity
CMNPD19654	antibacterial
CMNPD19655	a variety of activities against human tumour cell lines
CMNPD19656	activity against K562 (human chronic myelogenous leukaemia) cells
CMNPD19657	activity against K562 (human chronic myelogenous leukaemia) cells
CMNPD19658	activity against K562 (human chronic myelogenous leukaemia) cells
CMNPD19659	activity against K562 (human chronic myelogenous leukaemia) cells
CMNPD19660	activity against K562 (human chronic myelogenous leukaemia) cells
CMNPD19661	activity against K562 (human chronic myelogenous leukaemia) cells
CMNPD19662	activity against K562 (human chronic myelogenous leukaemia) cells
CMNPD19663	inhibitor of the TNF-α-induced transcription factor NFκB and induced quinone reductase activity
CMNPD19664	inhibit NFκB to a lesser extent and had no effect on quinone reductase activity
CMNPD19665	active against a range of Gram-positive bacteria including vancomycin resistant strains
CMNPD19672	activity against MRSA
CMNPD19673	activity against MRSA
CMNPD19674	active against human lymphoblastoid namalva cells
CMNPD19677	potent inhibition of HCT-116 cells | weak activity against MRSA
CMNPD19683	potent activity against HCT-116 cells, drug-resistant Staphylococci and other Gram-positive pathogens | activity against Mycobacterium bacille
CMNPD19688	induce reporter gene expression under the control of the insulin-degrading enzyme (IDE) promoter
CMNPD19693	DPPH activity
CMNPD19694	DPPH activity
CMNPD19695	active against HeLa and human malignant pleural mesothelioma (MPM) ACC-MESO-1 cells
CMNPD19696	cytotoxicity to the HeLa and HL-60 cells
CMNPD19698	toxicity to HeLa cells
CMNPD19699	activity against several human cancer cell lines | inhibit growth of a number of bacteria including antibiotic-resistant strains
CMNPD19700	inhibitor of murine carcinoma colon 26-L5 cell invasion (metastasis inhibitor)
CMNPD19703	pronounced, reversible and non-cytotoxic effect on mammalian cell morphology
CMNPD19704	display binding to a series of human receptors | selective binding to the human serotonin 5-HT2B receptor
CMNPD19705	display binding to a series of human receptors | selective binding to the human serotonin 5-HT3B receptor
CMNPD19706	display binding to a series of human receptors | selective binding to the human serotonin 5-HT4B receptor
CMNPD19707	display binding to a series of human receptors | selective binding to the human serotonin 5-HT5B receptor
CMNPD19708	display binding to a series of human receptors | selective binding to the human serotonin 5-HT6B receptor
CMNPD19710	active against Gram-positive bacteria
CMNPD19711	active against Gram-positive bacteria
CMNPD19712	active against Gram-positive bacteria
CMNPD19713	cytotoxic to HCT-116 cells
CMNPD19714	cytotoxic to HCT-116 cells
CMNPD19716	cytotoxic to HCT-116 cells
CMNPD19718	inhibitor of binding of dihydroxytestosterone (DHT) to the androgen receptor
CMNPD19739	activity in a panel of cytotoxicity assays | selective anti-HIV activity | specifically blocking the R5 strain but having no effect on the X4 tropic HIV-1 strain
CMNPD19740	activity in a panel of cytotoxicity assays
CMNPD19744	inhibitor of P388 and HL-60 cells
CMNPD19745	inhibitor of P388 and HL-60 cells
CMNPD19749	anti-inflammatory activity (via inhibition of NF-κB luciferase and nitrite production)
CMNPD19755	activity against E. coli
CMNPD19757	cytotoxic to several human tumour cells, especially SK-MEL-2 (skin), XF498 (CNS) and HCT15 (colon)
CMNPD19758	weak cytostatic and membranolytic activities in embryos of the sea urchin Strongylocentrotus nudus
CMNPD19766	strong radical scavenger as measured by the protective effect against L-glutamate toxicity
CMNPD19767	strong radical scavenger as measured by the protective effect against L-glutamate toxicity
CMNPD19776	fat-accumulation inhibitory activity against 3T3-L1 murine adipocytes
CMNPD19779	activity against A-549 cells
CMNPD19780	activity against A-549 cells
CMNPD19784	active against P388 and HL-60 cells
CMNPD19787	inhibitor of the protein Mcl-1 (a cancer drug target implicated in apoptosis) | significantly cytotoxic against HCT-116 cells
CMNPD19788	inhibit growth of B. subtilis, Microbotryum violaceum, Septoria tritici and Chlorella fusca
CMNPD19789	inhibit growth of B. subtilis, Microbotryum violaceum, Septoria tritici and Chlorella fusca
CMNPD19799	inhibitor of P388 cells
CMNPD19800	inhibitor of P388 cells
CMNPD19801	inhibitor of P388 cells | inhibit other human tumour cell lines
CMNPD19802	inhibitor of P388 cells | inhibit other human tumour cell lines
CMNPD19803	inhibitor of tyrosine kinase and of human umbilical vein endothelial cell (HUVEC) proliferation, migration and tubule formation
CMNPD19804	inhibitor of tyrosine kinase and of human umbilical vein endothelial cell (HUVEC) proliferation, migration and tubule formation
CMNPD19806	cytotoxic to a number of human tumour cell lines | particularly prostate PC3M and bladder BXF 1218 L cells
CMNPD19809	radical-scavenging activities against DPPH
CMNPD19810	radical-scavenging activities against DPPH
CMNPD19814	inhibitor of L-glutamate toxicity in neuronal hybridoma N18-RE-105 cells
CMNPD19820	activity to HeLa and SW620 cells
CMNPD19830	inhibitor of the enzyme human leukocyte elastase (HLE)
CMNPD19834	radical scavenging activity against DPPH
CMNPD19835	radical scavenging activity against DPPH
CMNPD19838	cytotoxicity against P388, HL-60, and BEL-7420 cells
CMNPD19842	cytotoxic against a panel of six cancer cell lines but had little effect on the normal human lung fibroblastHLF cells
CMNPD19848	anti-mycobacterial activity against Mycobacterium smegmatis, M. bovisBCG and M. tuberculosisH37Rv under aerobic and dormancy-inducing hypoxic growth conditions
CMNPD19849	anti-mycobacterial activity against Mycobacterium smegmatis, M. bovisBCG and M. tuberculosisH38Rv under aerobic and dormancy-inducing hypoxic growth conditions
CMNPD19850	anti-mycobacterial activity against Mycobacterium smegmatis, M. bovisBCG and M. tuberculosisH39Rv under aerobic and dormancy-inducing hypoxic growth conditions
CMNPD19851	cytotoxic to HeLa and ACC-MESO-1 cells
CMNPD19852	cytotoxic to HeLa and ACC-MESO-1 cells
CMNPD19853	cytotoxic to HeLa and ACC-MESO-1 cells
CMNPD19863	inhibitor of Hep-2 and HepG2 cells
CMNPD19865	inhibitor of several human tumour cell lines | inhibit breast cancer xenograft growth in mice
CMNPD19866	cytotoxic against HepG2 cells
CMNPD19869	cytotoxic to HL-60 cells
CMNPD19870	inhibit proliferation of both A549 and HL-60 cells
CMNPD19873	cytotoxic towards 95-D and HepG2 cells | insecticidal activity against Aphis gossypii
CMNPD19882	promote angiogenesis
CMNPD19884	inhibit angiogenesis
CMNPD19886	antimicrobial to a range of organisms | moderately cytotoxic to KB and KBv200 cells
CMNPD19887	antimicrobial to a range of organisms | moderately cytotoxic to KB and KBv200 cells
CMNPD19888	inhibitor of multi-drug resistant human oral floor carcinoma (KV/MDR) cells
CMNPD19889	inhibitor of multi-drug resistant human oral floor carcinoma (KV/MDR) cells
CMNPD19894	protease-inhibitory activity against both elastase and chymotrypsin at levels
CMNPD19896	MRSA activity | brine shrimp toxicity
CMNPD19899	sodium channel blocker in neuro-2a cells without appreciable cytotoxicity
CMNPD19907	high potency to H-460 cells | solid tumour selectivity for HCT-116 and H125 cells
CMNPD19908	high potency to H-460 cells | solid tumour selectivity for HCT-116 and H125 cells
CMNPD19909	cytotoxic to HT29 and HeLa cells
CMNPD19910	cytotoxic to HT29 and HeLa cells
CMNPD19911	serine protease inhibitor
CMNPD19915	significant antimalarial activity against Plasmodium falciparum | potent cytotoxicity to P388 cells | moderate antiswarming activities against Pseudomonas aeruginosa
CMNPD19916	significant antimalarial activity against Plasmodium falciparum | potent cytotoxicity to P389 cells | moderate antiswarming activities against Pseudomonas aeruginosa
CMNPD19917	antileishmanial activity
CMNPD19918	antileishmanial activity
CMNPD19919	moderate in vitroantimalarial activity against chloroquine-resistant Plasmodium falciparum (W2) | toxic to H-460 human lung cells at similar levels
CMNPD19923	in vitro activity against Leishmania donovani
CMNPD19924	in vitro activity against Leishmania donovani
CMNPD19925	sodium channel blocking activity in neuro-2a cells | modest cytotoxicity to H-460 cells
CMNPD19937	significant inhibitor of expression in HUVEC models
CMNPD19938	haemolytic activity
CMNPD19939	haemolytic activity
CMNPD19940	haemolytic activity
CMNPD19941	haemolytic activity
CMNPD19942	haemolytic activity
CMNPD19944	cytotoxic to P388, L1210 and KB cells
CMNPD19946	compete with a brevetoxin-3 binding site on rat brain synaptosomes but without the accompanying toxicity associated with brevetoxins
CMNPD19947	compete with a brevetoxin-3 binding site on rat brain synaptosomes but without the accompanying toxicity associated with brevetoxins
CMNPD19963	radical scavenger
CMNPD19973	cancer chemoprevention
CMNPD19974	cancer chemoprevention
CMNPD19979	moderate cytotoxicity, but with no selectivity
CMNPD19982	moderate cytotoxicity, but with no selectivity
CMNPD19985	weak activity on NO production
CMNPD19986	weak activity on NO production
CMNPD19987	weak activity on NO production
CMNPD19988	weak activity on NO production
CMNPD19990	inhibitthe growth of the marine algal bacterial pathogen Pseudoalteromonas bacteriolytica at ecologically realistic concentrations
CMNPD19991	inhibitthe growth of the marine algal bacterial pathogen Pseudoalteromonas bacteriolytica at ecologically realistic concentrations
CMNPD19992	modest but non-selective cytotoxicity
CMNPD19993	modest but non-selective cytotoxicity
CMNPD19995	modest but non-selective cytotoxicity
CMNPD20005	modest activity against MDRSA and MRSA
CMNPD20006	modest activity against MDRSA and MRSA
CMNPD20007	modest activity against MDRSA and MRSA
CMNPD20008	modest activity against MDRSA and MRSA
CMNPD20009	weak activity against a range of six human tumour cell lines
CMNPD20010	weak activity against a range of six human tumour cell lines
CMNPD20011	weak activity against a range of six human tumour cell lines
CMNPD20012	modest activity against a range of clinically relevant bacteria
CMNPD20013	modest activity against a range of human cancer cell lines
CMNPD20014	modest activity against a range of human cancer cell lines | moderate activity against Plasmodium falciparum
CMNPD20015	modest activity against a range of human cancer cell lines
CMNPD20016	modest activity against a range of human cancer cell lines
CMNPD20017	little activity against breast cancer cell lines
CMNPD20019	little activity against breast cancer cell lines
CMNPD20020	little activity against breast cancer cell lines
CMNPD20025	moderate activity against MRSA and vancomycin-resistant Enterococcus faecium, and against 11 human cancer cell lines
CMNPD20026	moderate activity against MRSA and vancomycin-resistant Enterococcus faecium, and against 11 human cancer cell lines
CMNPD20028	modest activity against protein tyrosine phosphatase 1B
CMNPD20032	modest activity against protein tyrosine phosphatase 1B
CMNPD20035	potent inhibitor of LPS-induced nitric oxide production
CMNPD20046	inhibit lipid droplet formation at 10 μM yet not cytotoxic at similar concentrations
CMNPD20049	inhibit lipid droplet formation at 10 μM yet not cytotoxic at similar concentrations
CMNPD20052	cytotoxic
CMNPD20053	cytotoxic
CMNPD20054	cytotoxic
CMNPD20059	antifungal
CMNPD20060	antifungal
CMNPD20073	antifungal
CMNPD20074	antifungal
CMNPD20075	potent (nM) inhibitors of Trypanosoma brucei brucei
CMNPD20076	potent (nM) inhibitors of Trypanosoma brucei brucei
CMNPD20081	moderate inhibitor of the BACE1 aspartic protease
CMNPD20082	moderate inhibitor of the BACE1 aspartic protease
CMNPD20083	moderate inhibitor of the BACE1 aspartic protease
CMNPD20084	moderate inhibitor of the BACE1 aspartic protease
CMNPD20085	moderate inhibitor of the BACE1 aspartic protease
CMNPD20086	moderate inhibitor of the BACE1 aspartic protease
CMNPD20087	moderate inhibitor of the BACE1 aspartic protease
CMNPD20088	moderate inhibitor of the BACE1 aspartic protease
CMNPD20094	moderately potent against HCT-116 cells
CMNPD20095	moderately potent against HCT-116 cells
CMNPD20115	inactive vs M. tuberculosis and 2 HTCL
CMNPD20118	moderate inhibitor of cellular HIV-1 entry
CMNPD20120	moderate inhibitor of cellular HIV-1 entry
CMNPD20124	cytotoxic
CMNPD20125	cytotoxic
CMNPD20126	significant cytotoxicity in the NCI-60 cell line screen (mean GI50 of 1.7 μM)
CMNPD20150	active against Mycobacterium tuberculosis and Plasmodium falciparum without significant cytotoxicity against VERO cells
CMNPD20154	inhibit BACE1 in a dose dependent manner
CMNPD20159	active against two strains of Plasmodium falciparum but non-toxic to HEK293 cells
CMNPD20160	selectively antiproliferative against 13 cell lines
CMNPD20163	apoptotic
CMNPD20164	apoptotic
CMNPD20165	apoptotic
CMNPD20176	inhibit sortase A, an enzyme pivotal for bacterial adhesion
CMNPD20177	inhibit sortase A, an enzyme pivotal for bacterial adhesion
CMNPD20183	apoptotic
CMNPD20202	toxic to brine shrimp
CMNPD20203	anti-HIV active
CMNPD20204	anti-HIV active
CMNPD20205	anti-HIV active
CMNPD20206	anti-HIV active
CMNPD20207	anti-HIV active
CMNPD20208	anti-HIV active
CMNPD20209	anti-HIV active
CMNPD20210	anti-HIV active
CMNPD20211	anti-HIV active
CMNPD20212	anti-HIV active
CMNPD20213	anti-HIV active
CMNPD20214	anti-HIV active
CMNPD20215	anti-HIV active
CMNPD20216	anti-HIV active
CMNPD20221	antimalarial
CMNPD20231	potent and selective δ-opioid receptor binder
CMNPD20260	antimalarial
CMNPD20277	inhibit settling | toxic to the larvae of the model fouling organism Balanus improvises
CMNPD20278	inhibit settling | toxic to the larvae of the model fouling organism Balanus improvises
CMNPD20283	isoform-selective glycine-gated chloride channel receptor modulators | have potential roles as neuronal pharmacological agents
CMNPD20284	isoform-selective glycine-gated chloride channel receptor modulators | have potential roles as neuronal pharmacological agents
CMNPD20285	isoform-selective glycine-gated chloride channel receptor modulators | have potential roles as neuronal pharmacological agents
CMNPD20286	isoform-selective glycine-gated chloride channel receptor modulators | have potential roles as neuronal pharmacological agents
CMNPD20287	isoform-selective glycine-gated chloride channel receptor modulators | have potential roles as neuronal pharmacological agents
CMNPD20288	isoform-selective glycine-gated chloride channel receptor modulators | have potential roles as neuronal pharmacological agents
CMNPD20294	anti-inflammatory
CMNPD20295	moderate inhibitor of Plasmodium falciparum
CMNPD20296	moderate inhibitor of Plasmodium falciparum
CMNPD20297	moderate inhibitor of Plasmodium falciparum
CMNPD20298	moderate inhibitor of Plasmodium falciparum
CMNPD20305	nonspecific inhibitor of BACE1
CMNPD20314	antiprotozoal activity
CMNPD20315	antiprotozoal activity
CMNPD20316	antiprotozoal activity
CMNPD20318	antiprotozoal activity
CMNPD20319	antiprotozoal activity
CMNPD20320	antiprotozoal activity
CMNPD20321	antiprotozoal activity
CMNPD20322	antiprotozoal activity
CMNPD20323	antiprotozoal activity
CMNPD20324	antiprotozoal activity
CMNPD20325	antiprotozoal activity
CMNPD20326	activity versus four cancer cell lines
CMNPD20327	activity versus four cancer cell lines
CMNPD20329	neuroprotective effects in a human dopaminergic neuron assay model of Parkinson's disease
CMNPD20333	antibacterial
CMNPD20341	cytotoxicity
CMNPD20342	cytotoxicity
CMNPD20347	inhibit the up-regulation of pro-inflammatory iNOS protein in macrophages
CMNPD20353	enhance iNOS expression in stimulated macrophages
CMNPD20354	cytotoxicity towards a panel of tumour cell lines
CMNPD20355	cytotoxicity towards a panel of tumour cell lines
CMNPD20356	cytotoxicity towards a panel of tumour cell lines
CMNPD20357	cytotoxicity towards a panel of tumour cell lines
CMNPD20367	cytotoxic
CMNPD20377	antiviral activity towards human cytomegalovirus and to suppress COX-2 protein expression in macrophages
CMNPD20378	antiviral activity towards human cytomegalovirus and to suppress COX-2 protein expression in macrophages
CMNPD20382	weak cytotoxicity | inhibit iNOS protein expression
CMNPD20383	weak cytotoxicity | inhibit iNOS protein expression
CMNPD20384	antiviral activity
CMNPD20386	cytotoxicity towards two tumour cell lines
CMNPD20387	active and selective tumour cell line growth inhibitor
CMNPD20397	potent (IC50 9.4 μM) of the series as a growth inhibitor of Plasmodium falciparum
CMNPD20399	cytotoxic
CMNPD20400	cytotoxic
CMNPD20401	cytotoxic | inhibit the expression of iNOS in macrophages
CMNPD20402	cytotoxic | inhibit the expression of iNOS in macrophages
CMNPD20403	cytotoxic | inhibit the expression of iNOS in macrophages
CMNPD20404	cytotoxic | inhibit the expression of iNOS in macrophages
CMNPD20405	cytotoxic | inhibit the expression of iNOS in macrophages
CMNPD20406	inhibit acetylcholinesterase in a TLC bioautographic test
CMNPD20407	antiviral
CMNPD20408	antiviral
CMNPD20409	antiviral
CMNPD20410	antiviral
CMNPD20411	antiviral
CMNPD20412	antiviral
CMNPD20417	inhibitor of iNOS protein expression in macrophages
CMNPD20432	nitric oxide production inhibitor | cytotoxicity
CMNPD20433	nitric oxide production inhibitor
CMNPD20434	nitric oxide production inhibitor
CMNPD20435	nitric oxide production inhibitor
CMNPD20440	brine shrimp toxicity
CMNPD20442	anti-inflammatory and neuroprotective properties
CMNPD20463	cytotoxic | anti-inflammatory
CMNPD20464	cytotoxic | anti-inflammatory
CMNPD20465	cytotoxic | anti-inflammatory
CMNPD20466	cytotoxic | anti-inflammatory
CMNPD20467	cytotoxic | anti-inflammatory
CMNPD20468	cytotoxic | anti-inflammatory
CMNPD20469	cytotoxic | anti-inflammatory
CMNPD20470	cytotoxic | anti-inflammatory
CMNPD20471	potent cytotoxicity | inhibition of both superoxide and elastase
CMNPD20472	potent cytotoxicity | inhibition of both superoxide and elastase
CMNPD20473	inhibit the expression of iNOS protein expression in macrophages
CMNPD20474	inhibit the expression of iNOS protein expression in macrophages
CMNPD20475	inhibit the expression of iNOS protein expression in macrophages | inhibit the expression of COX-2
CMNPD20476	potent activity in an in vitro model of cancer cell migration and invasion
CMNPD20481	activate the inositol 5-phosphatase enzyme SHIP1
CMNPD20486	Gemmacolide H
CMNPD20514	modest toxicity in the brine shrimp assay
CMNPD20517	cytotoxic | anti-inflammatory
CMNPD20523	cytotoxic
CMNPD20538	low micromolar cytotoxicity towards human tumour cell lines
CMNPD20539	low micromolar cytotoxicity towards human tumour cell lines
CMNPD20548	cytotoxic (L1210)
CMNPD20549	cytotoxic (L1210)
CMNPD20551	inhibitethe growth of Trypanosoma brucei brucei (IC50 30–77 nM)
CMNPD20552	antimicrobial
CMNPD20553	antimicrobial
CMNPD20554	cytotoxic
CMNPD20578	biological activity towards a number of tumour cell lines, microorganisms and HDAC-1
CMNPD20579	biological activity towards a number of tumour cell lines, microorganisms and HDAC-1
CMNPD20581	inactive in an urchin embryo sperm-test and embryo development assay
CMNPD20582	inactive in an urchin embryo sperm-test and embryo development assay
CMNPD20583	inactive in an urchin embryo sperm-test and embryo development assay
CMNPD20584	inactive in an urchin embryo sperm-test and embryo development assay
CMNPD20585	inactive in an urchin embryo sperm-test and embryo development assay
CMNPD20592	cytotoxicity towards human tumour cell lines
CMNPD20594	cytotoxicity towards human tumour cell lines
CMNPD20595	cytotoxicity towards human tumour cell lines
CMNPD20596	cytotoxicity towards human tumour cell lines
CMNPD20597	cytotoxicity towards human tumour cell lines
CMNPD20598	cytotoxicity towards human tumour cell lines
CMNPD20599	cytotoxicity
CMNPD20600	cytotoxicity | induce p53- and AP-1-dependent transcription
CMNPD20604	moderate cytotoxicity towards a panel of human tumour cell lines
CMNPD20605	cytotoxic
CMNPD20606	cytotoxic
CMNPD20607	cytotoxic
CMNPD20610	cytotoxic
CMNPD20611	cytotoxic
CMNPD20615	significant antioxidant activity | moderate inhibitor of human kinases FLT3 and SAK
CMNPD20618	inhibit TNF-α production, interleukin-6 release, NF-κB activation and regulation of the activator protein-1 signaling pathway
CMNPD20622	inhibit TNF-α production, interleukin-6 release, NF-κB activation and regulation of the activator protein-1 signaling pathway
CMNPD20624	inhibit TNF-α production, interleukin-6 release, NF-κB activation and regulation of the activator protein-1 signaling pathway
CMNPD20630	cytotoxic
CMNPD20632	moderate antifeedant activity towards Brontispa longissima, an insect pest of coconut palms
CMNPD20633	moderate antifeedant activity towards Brontispa longissima, an insect pest of coconut palms
CMNPD20636	moderate antifeedant activity towards Brontispa longissima, an insect pest of coconut palms
CMNPD20637	cytotoxic
CMNPD20656	modest antifeedant but poor insecticidal activities towards the coconut pest Brontispa longissima
CMNPD20659	modest antifeedant but poor insecticidal activities towards the coconut pest Brontispa longissima
CMNPD20668	in vitro cytotoxicity towards B16 melanoma cells
CMNPD20669	cytotoxic to four human tumour cell lines (HTCLs)
CMNPD20670	cytotoxic to four human tumour cell lines (HTCLs)
CMNPD20671	cytotoxic to four human tumour cell lines (HTCLs)
CMNPD20672	cytotoxic to four human tumour cell lines (HTCLs)
CMNPD20673	cytotoxic to four human tumour cell lines (HTCLs)
CMNPD20675	cytotoxic to three HTCLs
CMNPD20676	cytotoxic to three HTCLs | multidrug resistance (MDR) reversing activity in MDR cell lines
CMNPD20677	cytotoxic to three HTCLs
CMNPD20679	active against NF-κB and glucocorticoid receptors
CMNPD20680	activity against Candida albicans (C. albicans)
CMNPD20681	activity against Candida albicans (C. albicans)
CMNPD20682	activity against Candida albicans (C. albicans)
CMNPD20683	antibacterial
CMNPD20684	antibacterial
CMNPD20685	antibacterial
CMNPD20686	inhibitor of Aspergillus niger (A. niger)
CMNPD20688	broad spectrum antimicrobial activity
CMNPD20689	broad spectrum antimicrobial activity
CMNPD20690	broad spectrum antimicrobial activity
CMNPD20691	broad spectrum antimicrobial activity
CMNPD20693	activate the inositol 5-phosphatase SHIP1
CMNPD20694	activity against both Gram-positive and Gram-negative bacteria
CMNPD20695	active against Plasmodium falciparum (P. falciparum) lines 3D7 and Dd2
CMNPD20696	active against Plasmodium falciparum (P. falciparum) lines 3D7 and Dd2
CMNPD20697	active against Plasmodium falciparum (P. falciparum) lines 3D7 and Dd2
CMNPD20698	active against Plasmodium falciparum (P. falciparum) lines 3D7 and Dd2
CMNPD20699	active against Plasmodium falciparum (P. falciparum) lines 3D7 and Dd2
CMNPD20700	active against Plasmodium falciparum (P. falciparum) lines 3D7 and Dd2
CMNPD20701	cytotoxic to some HTCLs
CMNPD20702	cytotoxic to some HTCLs | inhibitor of topoisomerase II
CMNPD20703	antiproliferative against several tumour cell lines
CMNPD20705	activity against Bacillus subtilis (B. subtilis)
CMNPD20706	activity against Bacillus subtilis (B. subtilis)
CMNPD20707	activity against Bacillus subtilis (B. subtilis)
CMNPD20714	noncytotoxic MDR reversing agent
CMNPD20716	interfere with the agr quorum sensing system that controls virulence gene expression in Staphylococcus aureus (S. aureus)
CMNPD20717	interfere with the agr quorum sensing system that controls virulence gene expression in Staphylococcus aureus (S. aureus)
CMNPD20718	inhibitor of S. aureus, Enterococcus faecalis (E. faecalis) and Bacillus thuringensis
CMNPD20719	cytotoxin to three HTCLs, inhibitor of S. aureus, Enterococcus faecalis (E. faecalis) and Bacillus thuringensis
CMNPD20720	cytotoxin to three HTCLs, inhibitor of S. aureus, Enterococcus faecalis (E. faecalis) and Bacillus thuringensis
CMNPD20721	20S proteasome (chymotrypsin-like) inhibition
CMNPD20722	cytotoxicity against three HTCLs
CMNPD20723	sub-nanomolar active as an inhibitor of mitogenic signalling
CMNPD20725	cytotoxicity against three HTCLs
CMNPD20726	activity against C. albicans
CMNPD20727	activity against C. albicans
CMNPD20728	active against Trypanosoma brucei
CMNPD20729	active against Trypanosoma brucei | active against Leishmania
CMNPD20730	active against Trypanosoma brucei
CMNPD20731	active against Trypanosoma brucei
CMNPD20732	selective inhibitor of HTCLs
CMNPD20733	selective inhibitor of HTCLs
CMNPD20736	potent and long-acting antagonists of mouse and human transient receptor potential vanilloid-1 (TRPV1) channels (pain and inflammation mediators)
CMNPD20743	inhibitor in the biosynthesis of sulfur-containing amino acids
CMNPD20746	cytotoxic to Jurkat T lymphocyte cells
CMNPD20747	iron chelating activity
CMNPD20748	iron chelating activity
CMNPD20750	activity against three methicillin-resistant S. aureus (MRSA) strains
CMNPD20751	activity against three methicillin-resistant S. aureus (MRSA) strains
CMNPD20752	activity against three methicillin-resistant S. aureus (MRSA) strains
CMNPD20754	inhibitor of glycogen synthase kinase 3β, antiproliferative activity against mouse fibroblast cells
CMNPD20755	active against the fungus Mucor miehei | cytotoxicity towards a number of HTCLs
CMNPD20763	cytotoxic to the HL-60 cell line
CMNPD20764	cytotoxic to the HL-60 cell line
CMNPD20765	inhibitory of HeLa cell growth | selective inhibitor of serotonin uptake (5-HT2B)
CMNPD20766	inhibitory of HeLa cell growth | selective inhibitor of serotonin uptake (5-HT2B)
CMNPD20767	inhibitory of HeLa cell growth | selective inhibitor of serotonin uptake (5-HT2B)
CMNPD20768	cytotoxic to the A549 cell line
CMNPD20769	cytotoxic (A549)
CMNPD20772	cytotoxic (A549)
CMNPD20773	cytotoxic (A549)
CMNPD20779	cytotoxic to three HTCLs
CMNPD20780	moderate activity against C. albicans and the HCT-116 cell line
CMNPD20781	moderate activity against C. albicans and the HCT-116 cell line
CMNPD20782	activity against several bacteria, including MRSA and vancomycin-resistant E. faecalis (VREF)
CMNPD20783	activity against several bacteria, including MRSA and vancomycin-resistant E. faecalis (VREF)
CMNPD20784	activity against several bacteria, including MRSA and vancomycin-resistant E. faecalis (VREF)
CMNPD20785	cytotoxic | antibacterial
CMNPD20786	cytotoxic | antibacterial
CMNPD20787	cytotoxic | antibacterial
CMNPD20788	cytotoxic | antibacterial
CMNPD20795	antioxidant activity in a DPPH radical-scavenging assay | inhibit hydrogen peroxide-induced death of human keratinocyte HaCaT cells
CMNPD20796	antiproliferative against four HTCLs
CMNPD20797	antiproliferative against four HTCLs
CMNPD20798	antiproliferative against four HTCLs
CMNPD20799	antiproliferative against four HTCLs
CMNPD20800	antiproliferative against four HTCLs
CMNPD20804	antiangiogenic activity
CMNPD20809	inhibitor of S. aureus, MRSA, and methicillin-resistant S. aureus
CMNPD20810	inhibitor of S. aureus, MRSA, and methicillin-resistant S. aureus
CMNPD20815	antifungal (Neurospora crassa)
CMNPD20817	cytotoxic towards MOLT-4 human leukaemia cells
CMNPD20818	cytotoxic towards MOLT-4 human leukaemia cells
